Message,Code,Lines,Complexity
"fix off-by-one in dump_childnos()

Fixes a segfault:

 ## pids: (60 active)
 0-7: 0 0 0 0 0 0 0 0
 8-15: 0 0 0 0 0 0 0 0
 16-23: 0 0 0 0 0 0 0 0
 24-31: 0 0 0 0 0 0 0 0
 32-39: 0 11081 11082 11083 11084 11085 11086 11087
 40-47: 11088 11089 11090 11091 11093 11094 11095 11096
 48-55: 11097 11098 11099 11100 11101 11102 0 0
 Segmentation fault"," void dump_childnos(void)
 for (j = 0; j < 8; j++) {
 struct childdata *child;
 
-if (i + j > max_children)
+if (i + j >= max_children)
 break;
 
 child = shm->children[i + j];
",150,33
"fix memory corruption in tables-uniarch:log_enabled_syscalls_uniarch

size change to (sizeof(int) * shm->nr_active_syscalls

Signed-off-by: Praveen K Pandey <praveen@linux.vnet.ibm.com>"," void log_enabled_syscalls_uniarch(void)
 unsigned int i, index = 0;
 unsigned int size;
 
-size = sizeof(struct msg_syscallsenabled) + shm->nr_active_syscalls;
+size = sizeof(struct msg_syscallsenabled) + (sizeof(int) * shm->nr_active_syscalls);
 udpmsg = zmalloc(size);
 init_msghdr(&udpmsg->hdr, SYSCALLS_ENABLED);
 udpmsg->nr_enabled = shm->nr_active_syscalls;
",155,30
todo: iterate fd provider list in help text," bool kernel_taint_param_occured = FALSE;
 
 void enable_disable_fd_usage(void)
 {
+//TODO: Build this dynamically
 outputerr("" --enable-fds/--disable-fds= {sockets,pipes,perf,epoll,eventfd,pseudo,timerfd,testfile,memfd,drm}\n"");
 }
 
",263,47
copy the ->dump method into the child object header," void init_object_lists(bool global)
 globalhead = get_objhead(OBJ_GLOBAL, i);
 head->max_entries = globalhead->max_entries;
 head->destroy = globalhead->destroy;
+head->dump = globalhead->dump;
 }
 }
 }
",150,29
remove a bunch of bogus __unused__ attributes," static struct bpf_fd_types bpf_fds[] = {
 { BPF_MAP_TYPE_LPM_TRIE, 8, sizeof(long), 10000, 0, ""LPM TRIE"" },
 };
 
-static void bpf_map_dump(struct object *obj, __unused__ bool global)
+static void bpf_map_dump(struct object *obj, bool global)
 {
 struct msg_objcreatedbpfmap objmsg;
 u32 type = obj->bpfobj.map_type;
",108,9
"if handshake fails, force a re-read from udp"," static void handshake(void)
 retry:while (ret != strlen(hello))
 ret = readudp();
 
-if (__handshake() == FALSE)
+if (__handshake() == FALSE) {
+ret = -1;
 goto retry;
+}
 }
 
 int main(__unused__ int argc, __unused__ char* argv[])
",101,18
introduce a trinity_msgchildhdr struct," static void log_child_spawned(pid_t pid, int childno)
 
 childmsg.hdr.pid = pid;
 childmsg.hdr.type = CHILD_SPAWNED;
-childmsg.childno = childno;
+childmsg.hdr.childno = childno;
 
 sendudp((char *) &childmsg, sizeof(childmsg));
 }
",330,63
log seed/reseed events," static void log_main_started(void)
 mainmsg.num_children = max_children;
 mainmsg.shm_begin = shm;
 mainmsg.shm_end = shm + shm_size - 1;
+mainmsg.initial_seed = shm->seed;
 
 sendudp((char *) &mainmsg, sizeof(mainmsg));
 }
",582,131
"fix infinite loop in main

If we reach max count, and send SIGKILL to a child process which had
set a lock to LOCKING, but hadn't set the lock owner yet, other children
which stumble across that lock get stuck.

Help those stuck children along a little with a SIGKILL."," void main_loop(void)
 if (shm_is_corrupt() == TRUE)
 goto corrupt;
 
-while (check_all_locks() == TRUE)
+while (check_all_locks() == TRUE) {
 reap_dead_kids();
+if (shm->exit_reason == EXIT_REACHED_COUNT)
+kill_all_kids();
+}
 
 if (syscalls_todo && (shm->stats.op_count >= syscalls_todo)) {
 output(0, ""Reached limit %d. Telling children to exit.\n"", syscalls_todo);
",585,132
don't spin on locks if we've already finished.," void lock(lock_t *_lock)
 if (pid == mainpid) {
 check_lock(_lock);
 } else {
-/* Ok, we're a child pid.
- * if something bad happened, like main crashed,
+/* Ok, we're a child pid. If we reached the limit, just exit */
+if (shm->exit_reason == EXIT_REACHED_COUNT)
+_exit(EXIT_SUCCESS);
+
+/* if something bad happened, like main crashed,
  * we don't want to spin forever, so just get out.
  */
-if ((shm->exit_reason != STILL_RUNNING) &&
- (shm->exit_reason != EXIT_REACHED_COUNT)) {
+if (shm->exit_reason != STILL_RUNNING)
 _exit(EXIT_FAILURE);
-}
+
 }
 
 usleep(1);
",87,19
split up the decode file,"
+#include <sys/types.h>
+#include <sys/socket.h>
+#include <errno.h>
+#include <netdb.h>
+#include <string.h>
+#include <stdio.h>
+#include <stdlib.h>
+#include <unistd.h>
+#include ""decode.h""
+#include ""exit.h""
+#include ""socketinfo.h""
+#include ""trinity.h""
+#include ""types.h""
+#include ""udp.h""
+#include ""utils.h""
+
+void decode_child_spawned(char *buf)
+{
+struct msg_childspawned *childmsg;
+
+childmsg = (struct msg_childspawned *) buf;
+printf(""Child spawned. id:%d pid:%d\n"", childmsg->hdr.childno, childmsg->hdr.pid);
+}
+
+void decode_child_exited(char *buf)
+{
+struct msg_childexited *childmsg;
+
+childmsg = (struct msg_childexited *) buf;
+printf(""Child exited. id:%d pid:%d\n"", childmsg->hdr.childno, childmsg->hdr.pid);
+}
+
+void decode_child_signalled(char *buf)
+{
+struct msg_childsignalled *childmsg;
+
+childmsg = (struct msg_childsignalled *) buf;
+printf(""Child signal. id:%d pid:%d signal: %s\n"",
+childmsg->hdr.childno, childmsg->hdr.pid, strsignal(childmsg->sig));
+}
",34,3
do more dead child reaping when waiting for exit," void main_loop(void)
 /* Give children a chance to exit before retrying. */
 sleep(1);
 }
+reap_dead_kids();
 }
 
 corrupt:
",586,132
"rewrite the handshake code to pass a struct

We'll need to match up session creation (ie, a handshake) with a main
thread and it's number of children, so pass the relevant info in the
handshake request."," static void log_main_started(void)
 return;
 
 init_msghdr(&mainmsg.hdr, MAIN_STARTED);
-mainmsg.num_children = max_children;
 mainmsg.shm_begin = shm;
 mainmsg.shm_end = shm + shm_size - 1;
 mainmsg.initial_seed = shm->seed;
",585,132
num_children moved to the handshake message," void decode_main_started(char *buf)
 struct msg_mainstarted *mainmsg;
 
 mainmsg = (struct msg_mainstarted *) buf;
-printf(""Main started. pid:%d number of children: %d. shm:%p-%p initial seed: %u\n"",
-mainmsg->hdr.pid, mainmsg->num_children, mainmsg->shm_begin, mainmsg->shm_end,
+printf(""Main started. pid:%d shm:%p-%p initial seed: %u\n"",
+mainmsg->hdr.pid, mainmsg->shm_begin, mainmsg->shm_end,
 mainmsg->initial_seed);
 }
 
",35,3
make ->dump silent when running with -q," static void bpf_map_dump(struct object *obj, bool global)
 struct msg_objcreatedbpfmap objmsg;
 u32 type = obj->bpfobj.map_type;
 
-output(0, ""bpf map fd:%d type:%s\n"", obj->bpfobj.map_fd, &bpf_fds[type].name);
+output(2, ""bpf map fd:%d type:%s\n"", obj->bpfobj.map_fd, &bpf_fds[type].name);
 
 init_msgobjhdr(&objmsg.hdr, OBJ_CREATED_BPFMAP, global, obj);
 objmsg.map_fd = obj->bpfobj.map_fd;
",108,9
"initialize logging later.

We need to do this at least after all params are parsed, because things
like max_children can change based on which args we passed, and the
value in the handshake will be incorrect."," void parse_args(int argc, char *argv[])
 outputerr(""The -l parameter has changed, and now takes a hostname as an argument. (logging is off by default now)\n"");
 exit(EXIT_FAILURE);
 }
-init_logging(optarg);
+logging_args = strdup(optarg);
 break;
 
 case 'L':
",263,47
shut up cppcheck: scope reduction," static void queue_object_msg(struct trinity_msgobjhdr *obj, int len)
 
 static void * queue_packets(__unused__ void *data)
 {
-int ret;
 int len;
 enum logmsgtypes type;
 
 while (1) {
-ret = readudp();
+int ret = readudp();
 if (ret <= 0)
 continue;
 
",231,47
change decoders to return strings," static struct fuzzsession session;
 static void decode(struct packet *pkt, pthread_mutex_t *packetmutex)
 {
 char *buffer = pkt->data;
+char *str;
 enum logmsgtypes type = buffer[0];
 
-decodefuncs[type].func((char *) pkt->data);
+str = decodefuncs[type].func((char *) pkt->data);
+printf(""%s"", str);
+free(str);
+
 pthread_mutex_lock(packetmutex);
 list_del(&pkt->list);
 pthread_mutex_unlock(packetmutex);
",252,49
add a server/ copy of zmalloc,"
+//TODO: eventually this file will go away, and we'll just share parts of
+// the top-level utils.c
+
+#include <errno.h>
+#include <sys/mman.h>
+#include <signal.h>
+#include <stdlib.h>
+#include <stdio.h>
+#include <string.h>
+#include ""utils.h""
+
+void * __zmalloc(size_t size, const char *func)
+{
+void *p;
+
+p = malloc(size);
+if (p == NULL) {
+/* Maybe we mlockall'd everything. Try and undo that, and retry. */
+munlockall();
+p = malloc(size);
+if (p != NULL)
+goto done;
+
+printf(""%s: malloc(%zu) failure.\n"", func, size);
+exit(EXIT_FAILURE);
+}
+
+done:
+memset(p, 0, size);
+return p;
+}
",23,3
fix potential use-before-init," void init_logging(char *optarg)
 struct hostent *he;
 struct sockaddr_in udpclient;
 struct in_addr **addr_list;
-char *ip;
+char *ip = NULL;
 int ret;
 unsigned int i;
 
 void init_logging(char *optarg)
 udpserver.sin_addr.s_addr = inet_addr(ip);
 udpserver.sin_port = htons(TRINITY_LOG_PORT);
 }
+
+if (ip == NULL)
+return;
+
 printf(""Logging to %s\n"", ip);
 
 logsocket = socket(AF_INET, SOCK_DGRAM, 0);
",157,26
output decoded packets to logfiles.,"
+#include <stdio.h>
+#include <stdlib.h>
+#include <unistd.h>
+#include <sys/types.h>
+#include <sys/stat.h>
+#include <fcntl.h>
+
+#include ""logfiles.h""
+#include ""utils.h""
+
+int open_logfile(const char *logfilename)
+{
+int fd;
+
+fd = open(logfilename, O_WRONLY | O_TRUNC | O_CREAT, 0666);
+if (!fd)
+printf(""## couldn't open logfile %s\n"", logfilename);
+
+return fd;
+}
+
+int open_child_logfile(int num)
+{
+char *logfilename;
+int fd;
+
+logfilename = zmalloc(64);
+sprintf(logfilename, ""trinity-child%u.log"", num);
+
+fd = open_logfile(logfilename);
+if (!fd)
+exit(EXIT_FAILURE);
+
+free(logfilename);
+return fd;
+}
",28,4
"print where handshakes came from

(will use the ip in the logdir name later)","
 #include <stdio.h>
 #include <stdlib.h>
 #include <unistd.h>
+#include <sys/socket.h>
+#include <netinet/in.h>
+#include <arpa/inet.h>
 #include ""decode.h""
 #include ""exit.h""
 #include ""handshake.h""
 static bool __handshake(void)
 assert(!ret);
 }
 
+printf(""Received handshake from %s:%d\n"", inet_ntoa(udpclient.sin_addr), ntohs(udpclient.sin_port));
 sendudp(serverreply, strlen(serverreply));
 
 return TRUE;
",232,42
"tweak socket buffer sizes.

This isn't perfect, but it's a start"," size_t readudp(void)
 bool setup_socket(void)
 {
 struct sockaddr_in udpserver;
+int rcvbuf;
+int ret;
 
 socketfd = socket(AF_INET, SOCK_DGRAM, 0);
 if (socketfd == -1) {
 bool setup_socket(void)
 close(socketfd);
 return FALSE;
 }
+
+rcvbuf = 1000000 * 64;//TODO: adjust 64 to max_children
+ret = setsockopt(socketfd, SOL_SOCKET, SO_RCVBUF, &rcvbuf, sizeof(rcvbuf));
+printf(""Recieve socket buffer size set to %d\n"", rcvbuf);
+
 return TRUE;
 }
",57,7
timestamp syscall operations.," void do_syscall(struct syscallrecord *rec)
 struct childdata *child = this_child();
 unsigned int call;
 
+/* timestamp for 'before the syscall' */
+clock_gettime(CLOCK_MONOTONIC, &rec->tp);
+
 init_msgchildhdr(&scmsg.hdr, SYSCALL_PREP, pids[child->num], child->num);
 scmsg.sequence_nr = child->op_nr;
 scmsg.nr = rec->nr;
 void do_syscall(struct syscallrecord *rec)
 scmsg.a4 = rec->a4;
 scmsg.a5 = rec->a5;
 scmsg.a6 = rec->a6;
+scmsg.tp = rec->tp;
 sendudp((char *) &scmsg, sizeof(scmsg));
 
 call = rec->nr;
 void do_syscall(struct syscallrecord *rec)
 else
  /* common-case, do the syscall in this child process. */
 __do_syscall(rec, BEFORE);
+
+/* timestamp again for when we returned */
+clock_gettime(CLOCK_MONOTONIC, &rec->tp);
 }
 
 /*
 void handle_syscall_ret(struct syscallrecord *rec)
 scmsg.sequence_nr = child->op_nr;
 scmsg.retval = rec->retval;
 scmsg.errno_post = rec->errno_post;
+scmsg.tp = rec->tp;
 sendudp((char *) &scmsg, sizeof(scmsg));
 
 call = rec->nr;
",206,35
"timestamp all child messages

Move the timestamp out of the syscall record out to the childmsg header.
This way we can order all child messages more easily"," static void log_child_spawned(pid_t pid, int childno)
 if (logging_enabled == FALSE)
 return;
 
-childmsg.hdr.pid = pid;
-childmsg.hdr.type = CHILD_SPAWNED;
-childmsg.hdr.childno = childno;
-
+init_msgchildhdr(&childmsg.hdr, CHILD_SPAWNED, pid, childno);
 sendudp((char *) &childmsg, sizeof(childmsg));
 }
 
",328,63
only print setsockopt success if it actually succeeded," bool setup_socket(void)
 
 rcvbuf = 1000000 * 64;//TODO: adjust 64 to max_children
 ret = setsockopt(socketfd, SOL_SOCKET, SO_RCVBUF, &rcvbuf, sizeof(rcvbuf));
-printf(""Recieve socket buffer size set to %d\n"", rcvbuf);
+if (ret == 0)
+printf(""Recieve socket buffer size set to %d\n"", rcvbuf);
 
 return TRUE;
 }
",58,8
reset the expected sequence number when a child is respawned,"
 #include <unistd.h>
 #include ""decode.h""
 #include ""exit.h""
+#include ""session.h""
 #include ""socketinfo.h""
 #include ""trinity.h""
 #include ""types.h""
 char * decode_child_spawned(char *buf)
 {
 struct msg_childspawned *childmsg;
 struct timespec *ts;
+struct childdata *child;
 void *p = zmalloc(1024);
 
 childmsg = (struct msg_childspawned *) buf;
 char * decode_child_spawned(char *buf)
 sprintf(p, ""%d.%d Child spawned. id:%d pid:%d\n"",
 (int) ts->tv_sec, (int) ts->tv_nsec,
 childmsg->hdr.childno, childmsg->hdr.pid);
+
+child = &session.children[childmsg->hdr.childno];
+child->expected_seq = 0;
+child->expecting_result = FALSE;
 return p;
 }
 
",56,3
"after iterating the child list once, sleep.

This gives other threads a chance to execute, and lets the queue
build up again"," static void * decoder_child_func(void *data)
 done:
 pthread_mutex_unlock(&child->packetmutex);
 //TODO: if main session exits, we should exit this thread.
+
+sleep(1);
 }
 return NULL;
 }
",272,53
no implied ordering between packets on spawn/exit/signal," static void * decoder_child_func(void *data)
 currpkt = (struct packet *) node;
 type = get_packet_type(currpkt);
 
+// The non syscall related messages have no ordering on each other asides from timestamp
+switch (type) {
+case CHILD_SPAWNED:
+case CHILD_EXITED:
+case CHILD_SIGNALLED:
+decode_this_packet(child, currpkt);
+continue;
+default:
+break;
+}
+
 if (child->expecting_result == TRUE) {
 if (type != SYSCALL_RESULT) {
 continue;
",281,56
"detect pid changes in child messages

This has the effect of ordering exit/spawn messages among syscall messages."," char * decode_child_spawned(char *buf)
 childmsg->hdr.childno, childmsg->hdr.pid);
 
 child = &session.children[childmsg->hdr.childno];
+child->childpid = childmsg->hdr.pid;
 child->expected_seq = 0;
 child->expecting_result = FALSE;
 return p;
",57,3
more cppcheck cleanups," int open_logfile(const char *logfilename)
 return fd;
 }
 
-int open_child_logfile(int num)
+int open_child_logfile(unsigned int num)
 {
 char *logfilename;
 int fd;
",28,4
dump errno if write() to logfile fails," static char * decode(struct packet *pkt)
 static void decode_this_packet(struct childdata *child, struct packet *pkt)
 {
 char *str = decode(pkt);
-write(child->logfile, str, strlen(str));
+int ret;
+
+ret = write(child->logfile, str, strlen(str));
+if (ret == -1)
+printf(""error writing to child logfile: %s\n"", strerror(errno));
 free(str);
 }
 
 static void * decoder_main_func(void *data)
 list_for_each_safe(node, tmp, &fs->mainpackets.list) {
 if (node != NULL) {
 char *str;
+int ret;
 str = decode((struct packet *)node);
-write(fs->logfile, str, strlen(str));
+ret = write(fs->logfile, str, strlen(str));
+if (ret == -1)
+printf(""error writing to main logfile: %s\n"", strerror(errno));
 free(str);
 }
 }
",285,58
"maintain a packets pending count

for debugging purposes."," static void decode_this_packet(struct childdata *child, struct packet *pkt)
 if (ret == -1)
 printf(""error writing to child logfile: %s\n"", strerror(errno));
 free(str);
+
+child->packetcount--;
 }
 
 static void * decoder_child_func(void *data)
 static bool __handshake(void)
 child->expected_seq = 0;
 child->expecting_result = FALSE;
 INIT_LIST_HEAD(&child->packets.list);
+child->packetcount = 0;
 pthread_mutex_init(&child->packetmutex, NULL);
 ret = pthread_create(&session.childthreads[i], NULL, decoder_child_func, child);
 assert(!ret);
 tail_add:
 
 list_add_tail(&pkt->list, &child->packets.list);
 done:
+child->packetcount++;
 pthread_mutex_unlock(&child->packetmutex);
 }
 
",288,58
copy incoming packet timestamp into the packet header," static void add_to_child_queue(void *data, int len)
 childhdr = (struct trinity_msgchildhdr *) pkt->data;
 child = &fs->children[childhdr->childno];
 
+pkt->tp = childhdr->tp;
+
 pthread_mutex_lock(&child->packetmutex);
 
 if (list_empty(&child->packets.list))
",289,58
log the last operation number a child did when we get a signal," static void fork_children(void)
 shm->ready = TRUE;
 }
 
-static void log_child_signalled(int childno, pid_t pid, int sig)
+static void log_child_signalled(int childno, pid_t pid, int sig, unsigned long op_nr)
 {
 struct msg_childsignalled childmsg;
 
 init_msgchildhdr(&childmsg.hdr, CHILD_SIGNALLED, pid, childno);
 childmsg.sig = sig;
+childmsg.op_nr = op_nr;
 
 sendudp((char *) &childmsg, sizeof(childmsg));
 }
 static void handle_childsig(int childno, int childstatus, bool stop)
 else {
 debugf(""got a signal from child %d (pid %d) (%s)\n"",
 childno, pid, strsignal(WTERMSIG(childstatus)));
-log_child_signalled(childno, pid, WTERMSIG(childstatus));
+log_child_signalled(childno, pid, WTERMSIG(childstatus), child->op_nr);
 }
 reap_child(shm->children[childno]);
 
",586,132
use pthread_yield rather than sleep," static void * decoder_child_func(void *data)
 }
 done:
 pthread_mutex_unlock(&child->packetmutex);
-//TODO: if main session exits, we should exit this thread.
 
-sleep(1);
+pthread_yield();
 }
+//TODO: if main session exits, we should exit this thread.
 return NULL;
 }
 
",289,58
send the SIGALARM message from the child that just received it.," static bool handle_sigreturn(int sigwas)
 
 if (sigwas != SIGALRM)
 output(1, ""[%d] Back from signal handler! (sig was %s)\n"", getpid(), strsignal(sigwas));
-
+else {
+log_child_signalled(child->num, pids[child->num], SIGALRM, child->op_nr);
+child->op_nr++;
+}
 return TRUE;
 }
 
",332,63
bump the expected sequence nr if we got a SIGALARM," static void * decoder_child_func(void *data)
 switch (type) {
 case CHILD_SPAWNED:
 case CHILD_EXITED:
+// TODO: put lastop in the exit msg and wait until that op before processing this.
+// TODO: check signalled->op_nr == expected-1
+decode_this_packet(child, currpkt);
+child->expecting_result = FALSE;
+continue;
+
 case CHILD_SIGNALLED:
+// TODO: check signalled->op_nr == expected-1
 decode_this_packet(child, currpkt);
 child->expecting_result = FALSE;
+// TODO: only if SIGALRM
+child->expected_seq++;
 continue;
 default:
 break;
",293,58
"add incoming packets to the correct place in the list.

At this point, 'node' points to the node after where we want to insert."," static void add_to_child_queue(void *data, int len)
 if (childhdr->tp.tv_nsec > listpkt->tp.tv_nsec)
 continue;
 
-list_add(&pkt->list, node);
+list_add(&pkt->list, node->prev);
 goto done;
 }
 
",293,58
add the last op_nr to the childexited message," static void handle_childsig(int childno, int childstatus, bool stop)
 }
 }
 
-static void log_child_exited(pid_t pid, int childno)
+static void log_child_exited(struct childdata *child)
 {
 struct msg_childexited childmsg;
 
-init_msgchildhdr(&childmsg.hdr, CHILD_EXITED, pid, childno);
+init_msgchildhdr(&childmsg.hdr, CHILD_EXITED,
+ pids[child->num], child->num);
+childmsg.op_nr = child->op_nr;
 sendudp((char *) &childmsg, sizeof(childmsg));
 }
 
 static void handle_child(int childno, pid_t childpid, int childstatus)
 if (WIFEXITED(childstatus)) {
 struct childdata *child = shm->children[childno];
 
-log_child_exited(childpid, childno);
+log_child_exited(child);
 
 debugf(""Child %d (pid:%u type:%u) exited after %ld operations.\n"",
 childno, childpid, child->type, child->op_nr);
",588,132
